time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-07-01T17:19:16.340Z,33.8318333,-117.486,0.47,1.44,ml,19,136,0.03703,0.29,ci,ci38439223,2019-07-01T17:25:09.174Z,"6km SSE of Home Gardens, CA",quarry blast,0.84,31.61,0.457,33,automatic,ci,ci
2019-07-01T17:13:29.289Z,-15.461,167.5171,99.91,6,mww,,53,6.653,1.11,us,us70004840,2019-07-02T03:20:37.507Z,"38km ENE of Luganville, Vanuatu",earthquake,7.6,4.7,0.048,41,reviewed,us,us
2019-07-01T17:13:13.540Z,44.5745,-114.2948333,7.51,1.65,ml,8,109,0.688,0.27,mb,mb80350369,2019-07-01T20:36:39.200Z,"9km NNW of Challis, Idaho",earthquake,0.83,2.65,0.348,6,reviewed,mb,mb
2019-07-01T17:11:38.080Z,33.344,-115.7083333,7.29,1.67,ml,24,75,0.02256,0.2,ci,ci38439215,2019-07-01T18:16:36.080Z,"2km ESE of Bombay Beach, CA",earthquake,0.29,0.41,0.121,48,reviewed,ci,ci
2019-07-01T17:11:09.580Z,19.4076672,-155.6681671,-0.13,1.83,md,26,98,0.03861,0.33,hv,hv71018586,2019-07-01T17:14:12.760Z,"21km ESE of Honaunau-Napoopoo, Hawaii",earthquake,0.7,1.58,0.21,10,automatic,hv,hv
2019-07-01T17:09:01.900Z,37.4145,-121.7561667,7.72,1.14,md,20,91,0.04276,0.05,nc,nc73204381,2019-07-02T02:44:02.138Z,"8km NE of Alum Rock, CA",earthquake,0.25,0.35,0.221,20,reviewed,nc,nc
2019-07-01T16:59:26.445Z,9.1883,124.2001,549.22,5.9,mww,,24,2.508,0.91,us,us7000483i,2019-07-02T00:28:48.637Z,"46km S of Valencia, Philippines",earthquake,9.4,3.5,0.04,59,reviewed,us,us
2019-07-01T16:57:13.160Z,37.7811,-114.3205,0,1.2,ml,5,128.2,0.214,0.1033,nn,nn00688976,2019-07-01T22:33:42.747Z,"20km SE of Pioche, Nevada",earthquake,,0,0.34,2,reviewed,nn,nn
2019-07-01T16:47:50.860Z,33.1753333,-116.7046667,7.15,2.23,ml,75,20,0.05367,0.19,ci,ci38439159,2019-07-02T00:49:47.980Z,"9km SE of Lake Henshaw, CA",earthquake,0.19,0.62,0.197,26,automatic,ci,ci
2019-07-01T16:43:16.243Z,61.1827,-150.9056,58.1,1.3,ml,,,,0.43,ak,ak0198d9lclf,2019-07-01T16:46:49.881Z,"54km W of Anchorage, Alaska",earthquake,,1.1,,,automatic,ak,ak
2019-07-01T16:36:37.588Z,37.7845,-114.3072,0,0.1,ml,5,131.18,0.218,0.0811,nn,nn00688975,2019-07-01T22:30:36.653Z,"20km SE of Pioche, Nevada",earthquake,,0,0,1,reviewed,nn,nn
2019-07-01T16:35:15.657Z,39.3373,-99.4517,5,2.5,mb_lg,,75,0.567,0.36,us,us700048g2,2019-07-02T00:54:48.565Z,"17km NW of Plainville, Kansas",earthquake,2.9,2,0.082,39,reviewed,us,us
2019-07-01T16:34:08.520Z,61.3889,-150.1083,41.6,1.4,ml,,,,0.56,ak,ak0198d9jek4,2019-07-01T16:45:09.248Z,"16km SSW of Big Lake, Alaska",earthquake,,1,,,automatic,ak,ak
2019-07-01T16:24:58.430Z,33.0081667,-116.2873333,6.84,0.69,ml,12,106,0.1622,0.19,ci,ci38439135,2019-07-01T16:30:50.338Z,"21km SW of Ocotillo Wells, CA",earthquake,0.47,1.27,0.16,8,automatic,ci,ci
2019-07-01T16:24:36.840Z,19.6143,-66.4285,29,2.93,md,12,299,1.1416,0.27,pr,pr2019182010,2019-07-01T18:22:44.040Z,"124km N of Brenas, Puerto Rico",earthquake,1.39,18.79,0.39,10,reviewed,pr,pr
2019-07-01T16:23:21.457Z,64.6495,-149.2136,17.4,0.8,ml,,,,0.56,ak,ak0198d9h2np,2019-07-01T16:45:08.890Z,"9km NNW of North Nenana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-07-01T16:20:04.022Z,37.7867,-114.3076,6.2,0.7,ml,5,131.68,0.217,0.1887,nn,nn00688974,2019-07-01T22:30:35.583Z,"20km SE of Pioche, Nevada",earthquake,,9.7,0.28,2,reviewed,nn,nn
2019-07-01T16:16:06.763Z,61.501,-150.0009,46.9,1.7,ml,,,,0.64,ak,ak0198d9fjiy,2019-07-01T16:22:12.118Z,"3km SW of Big Lake, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-07-01T15:53:07.220Z,19.5758,-66.2736,47,3.04,md,5,327,1.3196,0.12,pr,pr2019182011,2019-07-01T19:48:40.040Z,"110km N of Brenas, Puerto Rico",earthquake,1.77,9.09,0.18,5,reviewed,pr,pr
2019-07-01T15:45:41.076Z,63.5456,-150.9396,7.9,0.4,ml,,,,0.43,ak,ak0198d90df9,2019-07-01T16:45:08.210Z,"100km W of Cantwell, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2019-07-01T15:32:58.260Z,47.7873333,-113.7406667,4.48,-0.31,md,4,280,0.198,0.04,mb,mb80350364,2019-07-01T15:59:31.040Z,"33km ENE of Polson, Montana",earthquake,2.08,6.45,,1,reviewed,mb,mb
2019-07-01T15:21:24.290Z,47.7458333,-113.7951667,4.46,1.34,md,6,192,0.187,0.09,mb,mb80350359,2019-07-01T15:56:16.760Z,"28km ENE of Polson, Montana",earthquake,1.01,7.59,0.232,3,reviewed,mb,mb
2019-07-01T15:20:30.739Z,63.4894,-150.2107,115.7,1.6,ml,,,,0.51,ak,ak0198d8v0t9,2019-07-01T15:27:14.600Z,"63km W of Cantwell, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-07-01T15:20:29.300Z,44.5743333,-114.2958333,11.46,2.59,ml,20,74,0.688,0.24,mb,mb80350344,2019-07-01T18:31:55.354Z,"9km NNW of Challis, Idaho",earthquake,0.5,1.68,0.267,21,reviewed,mb,mb
2019-07-01T15:11:07.450Z,38.7946663,-122.7630005,0.2,0.78,md,13,106,0.02314,0.03,nc,nc73204361,2019-07-01T17:08:02.027Z,"2km NNW of The Geysers, CA",earthquake,0.3,0.62,0.19,4,automatic,nc,nc
2019-07-01T15:09:50.870Z,38.8321648,-122.8513336,0.96,0.58,md,11,69,,0.04,nc,nc73204356,2019-07-01T16:40:06.864Z,"10km NW of The Geysers, CA",earthquake,0.23,0.87,0.01,3,automatic,nc,nc
2019-07-01T14:59:23.524Z,59.864,-152.7298,82.6,1.2,ml,,,,0.63,ak,ak0198d8hxef,2019-07-01T15:05:09.007Z,"51km WNW of Anchor Point, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-07-01T14:57:40.876Z,37.7965,-114.3112,12.1,0.9,ml,4,176.06,0.207,0.0756,nn,nn00688973,2019-07-01T22:27:27.300Z,"19km SE of Pioche, Nevada",earthquake,,8.1,0.19,2,reviewed,nn,nn
2019-07-01T14:57:09.790Z,34.2981667,-116.8398333,8.08,1.32,ml,42,38,0.05077,0.2,ci,ci38438991,2019-07-01T16:29:46.890Z,"4km N of Big Bear City, CA",earthquake,0.28,0.63,0.182,29,reviewed,ci,ci
2019-07-01T14:51:29.807Z,60.0232,-153.1554,128.1,2.1,ml,,,,0.74,ak,ak0198d8g85e,2019-07-01T14:56:46.680Z,"56km SSW of Redoubt Volcano, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-07-01T14:47:50.266Z,-20.7316,-178.4633,551.18,4.3,mb,,134,4.433,0.68,us,us7000481f,2019-07-01T19:53:10.040Z,"26km ESE of Ndoi Island, Fiji",earthquake,15.5,9.5,0.078,47,reviewed,us,us
2019-07-01T14:43:33.520Z,19.0873,-66.4618,25,2.06,md,7,294,0.7962,0.23,pr,pr2019182009,2019-07-01T16:35:57.699Z,"69km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,1.41,16.32,0.28,3,reviewed,pr,pr
2019-07-01T14:42:08.016Z,61.301,-150.1213,35.5,1.5,ml,,,,0.72,ak,ak0198d8e91d,2019-07-01T14:46:34.257Z,"15km NW of Anchorage, Alaska",earthquake,,1,,,automatic,ak,ak
2019-07-01T14:19:25.008Z,-21.5245,-173.8601,10,4.9,mb,,95,4.422,1.38,us,us70004813,2019-07-01T15:11:04.040Z,"114km E of `Ohonua, Tonga",earthquake,10.3,1.9,0.09,39,reviewed,us,us
2019-07-01T14:15:46.750Z,38.8139992,-122.8206635,3.18,0.56,md,10,85,0.008397,0.03,nc,nc73204346,2019-07-01T15:43:02.547Z,"7km NW of The Geysers, CA",earthquake,0.52,1.29,,1,automatic,nc,nc
2019-07-01T14:14:18.080Z,38.8125,-122.8276672,0.63,1.05,md,18,58,,0.04,nc,nc73204341,2019-07-01T15:14:03.387Z,"7km WNW of The Geysers, CA",earthquake,0.21,0.35,0.13,5,automatic,nc,nc
2019-07-01T14:14:07.479Z,62.1042,-150.1111,35,1.7,ml,,,,0.53,ak,ak0198d888wx,2019-07-01T14:18:38.230Z,"14km WSW of Y, Alaska",earthquake,,11.3,,,automatic,ak,ak
2019-07-01T14:11:58.218Z,59.9804,-139.5491,0,1.9,ml,,,,1.15,ak,ak0198d87pqb,2019-07-01T16:23:53.628Z,"49km NNE of Yakutat, Alaska",ice quake,,0.3,,,automatic,ak,ak
2019-07-01T14:11:23.340Z,36.1161667,-117.6663333,2.49,0.91,ml,11,110,0.1211,0.14,ci,ci38438927,2019-07-01T14:17:09.059Z,"26km ENE of Coso Junction, CA",earthquake,0.3,1.19,0.169,9,automatic,ci,ci
2019-07-01T13:54:05.840Z,44.5751667,-114.2885,9.46,1.9,ml,11,74,0.684,0.12,mb,mb80350319,2019-07-01T14:54:46.630Z,"9km NNW of Challis, Idaho",earthquake,0.55,1.09,0.223,9,reviewed,mb,mb
2019-07-01T13:53:59.662Z,63.6273,-147.4522,74.3,0.9,ml,,,,0.24,ak,ak0198d7vaaq,2019-07-01T13:58:33.311Z,"79km ESE of Healy, Alaska",earthquake,,1.2,,,automatic,ak,ak
2019-07-01T13:46:19.940Z,34.965168,-118.6161652,5.45,1.54,ml,23,40,0.06903,0.13,ci,ci38438887,2019-07-01T13:52:28.395Z,"21km N of Neenach, CA",earthquake,0.26,1.02,0.242,10,automatic,ci,ci
2019-07-01T13:34:49.954Z,60.0477,-139.4848,0,2,ml,,,,0.71,ak,ak0198d7r6rx,2019-07-01T16:23:53.189Z,"57km NNE of Yakutat, Alaska",ice quake,,0.3,,,automatic,ak,ak
2019-07-01T13:26:17.166Z,62.7426,-149.155,0,1.5,ml,,,,0.68,ak,ak0198d7peo3,2019-07-01T13:29:26.708Z,"67km NE of Talkeetna, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-07-01T13:13:22.445Z,60.049,-159.4393,0,0.9,ml,,,,0.47,ak,ak0198d7mmrg,2019-07-01T13:17:44.080Z,"125km NNW of Dillingham, Alaska",earthquake,,1.1,,,automatic,ak,ak
2019-07-01T13:10:20.679Z,36.7986,71.1391,98.89,4.5,mb,,77,0.84,0.46,us,us70004805,2019-07-01T19:50:51.040Z,"28km ESE of Jarm, Afghanistan",earthquake,6.6,6.2,0.15,13,reviewed,us,us
2019-07-01T13:03:26.050Z,46.1183333,-111.4266667,0.26,1.4,ml,12,103,0.155,0.22,mb,mb80350314,2019-07-01T13:59:58.700Z,"23km SSE of Townsend, Montana",earthquake,0.5,2.73,0.119,6,reviewed,mb,mb
2019-07-01T12:47:37.205Z,37.7769,-114.3173,0.8,1.6,ml,13,84.24,0.219,0.1724,nn,nn00688920,2019-07-01T22:27:26.119Z,"20km SE of Pioche, Nevada",earthquake,,2.3,0.72,5,reviewed,nn,nn
2019-07-01T12:47:10.259Z,67.5248,-158.7966,2.9,2.1,ml,,,,0.98,ak,ak0198d78gm7,2019-07-01T12:51:18.538Z,"107km NW of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-07-01T12:47:08.950Z,33.9696667,-116.7053333,13.11,1.04,ml,34,65,0.0836,0.19,ci,ci38438775,2019-07-01T13:40:39.230Z,"10km NE of Cabazon, CA",earthquake,0.29,0.65,0.132,26,reviewed,ci,ci
2019-07-01T12:43:49.950Z,18.1166,-67.899,97,2.39,md,5,316,0.498,0.42,pr,pr2019182008,2019-07-01T16:12:13.282Z,"72km WSW of Rincon, Puerto Rico",earthquake,5.25,3.75,0.42,3,reviewed,pr,pr
2019-07-01T12:42:15.080Z,38.7913322,-122.7606659,0.35,1.15,md,10,84,0.02038,0.02,nc,nc73204326,2019-07-01T13:49:02.892Z,"2km NNW of The Geysers, CA",earthquake,0.22,0.81,0.04,3,automatic,nc,nc
2019-07-01T12:38:33.000Z,37.5454,-117.7731,0,0.5,ml,10,111.89,0.238,0.1595,nn,nn00688919,2019-07-01T22:24:17.118Z,"50km WSW of Goldfield, Nevada",earthquake,,0,0.13,6,reviewed,nn,nn
2019-07-01T12:30:17.086Z,61.5072,-149.8313,34.6,1.6,ml,,,,0.77,ak,ak0198d74txo,2019-07-01T12:33:34.781Z,"6km ESE of Big Lake, Alaska",earthquake,,0.1,,,automatic,ak,ak
2019-07-01T12:24:06.796Z,8.5292,-82.774,32.2,4.4,mb,,155,0.276,0.72,us,us700047zp,2019-07-02T01:48:39.056Z,"5km NNE of Aserrio de Gariche, Panama",earthquake,7.8,7,0.117,21,reviewed,us,us
2019-07-01T12:21:38.820Z,18.5896,-68.7385,128,3.21,md,15,219,0.8322,0.66,pr,pr2019182007,2019-07-01T12:46:51.780Z,"4km SW of Salvaleon de Higuey, Dominican Republic",earthquake,8.01,3.23,0.4,11,reviewed,pr,pr
2019-07-01T12:09:36.060Z,45.6203333333333,-122.664833333333,10.7,1.28,ml,16,119,,0.2,uw,uw61532477,2019-07-01T17:29:29.990Z,"2km S of Vancouver, Washington",earthquake,0.48,13.74,0.170321118200129,9,reviewed,uw,uw
2019-07-01T12:00:44.410Z,46.413,-122.346333333333,21.14,0.43,ml,9,243,,0.17,uw,uw61532472,2019-07-01T17:17:42.200Z,"17km SSW of Morton, Washington",earthquake,1.14,0.76,0.100784348923272,8,reviewed,uw,uw
2019-07-01T11:59:04.122Z,37.7863,-114.3024,0,1.6,ml,13,64.52,0.22,0.2669,nn,nn00688916,2019-07-01T22:21:08.473Z,"20km SE of Pioche, Nevada",earthquake,,0,0.39,7,reviewed,nn,nn
2019-07-01T11:58:42.970Z,44.6308333,-112.1623333,9.46,0.98,ml,12,130,0.17,0.12,mb,mb80350329,2019-07-01T15:16:47.760Z,"34km E of Lima, Montana",earthquake,0.37,1.76,0.115,8,reviewed,mb,mb
2019-07-01T11:57:46.723Z,37.7847,-114.3048,0,1.2,ml,6,131.59,0.22,0.1741,nn,nn00688956,2019-07-01T20:32:57.784Z,"20km SE of Pioche, Nevada",earthquake,,0,0.66,3,reviewed,nn,nn
2019-07-01T11:34:09.160Z,33.5311667,-116.7235,4.18,0.34,ml,20,85,0.03604,0.1,ci,ci38438695,2019-07-01T18:27:45.665Z,"5km WSW of Anza, CA",earthquake,0.18,0.26,0.163,7,reviewed,ci,ci
2019-07-01T11:22:48.870Z,47.7121666666667,-121.863333333333,23.1,2.14,ml,46,89,,0.3,uw,uw61532467,2019-07-01T18:29:40.119Z,"4km ENE of Lake Marcel-Stillwater, Washington",earthquake,0.42,0.79,0.182899524514927,28,reviewed,uw,uw
2019-07-01T11:16:58.730Z,19.444334,-155.6235046,-1.42,1.87,ml,24,105,0.02097,0.19,hv,hv71018306,2019-07-01T11:22:45.510Z,"25km E of Honaunau-Napoopoo, Hawaii",earthquake,0.39,0.51,0.06,4,automatic,hv,hv
2019-07-01T11:07:08.936Z,61.572,-146.479,7.6,2.4,ml,,,,0.89,ak,ak0198d6ega4,2019-07-01T11:11:38.919Z,"49km N of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-07-01T11:01:37.520Z,38.8218346,-122.8016663,3.62,0.55,md,8,68,0.00675,0.01,nc,nc73204321,2019-07-01T13:21:05.714Z,"6km NW of The Geysers, CA",earthquake,0.69,2.15,,1,automatic,nc,nc
2019-07-01T10:56:00.600Z,33.6033333,-116.8063333,4.86,0.57,ml,31,51,0.03654,0.14,ci,ci38438687,2019-07-01T13:40:41.730Z,"13km WNW of Anza, CA",earthquake,0.23,0.47,0.161,18,reviewed,ci,ci
2019-07-01T10:53:34.060Z,46.8505,-121.7555,1.79,1.13,ml,14,68,,0.07,uw,uw61532462,2019-07-01T16:43:34.060Z,"27km NNW of Packwood, Washington",earthquake,0.2,0.44,0.190630962294981,9,reviewed,uw,uw
2019-07-01T10:47:22.820Z,33.2248333,-115.9825,7.32,1.26,ml,52,25,0.05519,0.21,ci,ci38438679,2019-07-01T23:53:27.280Z,"9km SSW of Salton City, CA",earthquake,0.21,0.67,0.153,36,reviewed,ci,ci
2019-07-01T10:42:47.100Z,38.7893333,-122.7740021,3.23,2.11,md,39,76,,0.04,nc,nc73204311,2019-07-01T12:24:03.385Z,"2km NW of The Geysers, CA",earthquake,0.2,0.32,0.17,15,automatic,nc,nc
2019-07-01T10:21:35.944Z,37.7905,-114.3037,1.9,1.7,ml,15,78.84,0.216,0.2162,nn,nn00688915,2019-07-01T20:29:50.732Z,"20km SE of Pioche, Nevada",earthquake,,2,0.66,6,reviewed,nn,nn
2019-07-01T10:18:18.299Z,37.7924,-114.3138,0.8,2.3,ml,35,64.28,0.209,0.218,nn,nn00688912,2019-07-01T20:29:48.180Z,"19km SE of Pioche, Nevada",earthquake,,1.3,0.37,18,reviewed,nn,nn
2019-07-01T10:12:52.890Z,36.0571667,-117.6975,0.54,0.95,ml,11,80,0.06351,0.13,ci,ci38438671,2019-07-01T10:20:09.979Z,"23km E of Coso Junction, CA",earthquake,0.28,0.74,0.156,13,automatic,ci,ci
2019-07-01T10:05:30.760Z,33.2333333,-116.7723333,10.01,0.41,ml,18,46,0.01168,0.22,ci,ci38438663,2019-07-01T13:40:01.633Z,"1km SW of Lake Henshaw, CA",earthquake,0.43,0.98,0.137,7,reviewed,ci,ci
2019-07-01T10:04:28.316Z,59.8607,-151.4183,66,1.9,ml,,,,0.68,ak,ak0198d5sf0x,2019-07-01T10:09:06.416Z,"15km NNW of Fritz Creek, Alaska",earthquake,,1.6,,,automatic,ak,ak
2019-07-01T10:02:47.658Z,63.523,-147.3685,1.7,1.8,ml,,,,0.53,ak,ak0198d5s11a,2019-07-01T10:07:25.345Z,"80km E of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-07-01T09:54:17.640Z,37.5144997,-118.7923355,5.96,1.77,md,19,115,0.1184,0.02,nc,nc73204296,2019-07-01T11:12:02.988Z,"11km WSW of Toms Place, CA",earthquake,0.25,1.18,0.2,16,automatic,nc,nc
2019-07-01T09:51:49.172Z,63.1754,-152.4686,0,1.7,ml,,,,0.65,ak,ak0198d5h3mu,2019-07-01T09:56:32.488Z,"153km NW of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-07-01T09:50:21.940Z,37.8001,-114.3039,9.9,0.7,ml,4,178.66,0.209,0.0431,nn,nn00688955,2019-07-01T20:23:27.653Z,"19km SE of Pioche, Nevada",earthquake,,19,0.25,2,reviewed,nn,nn
2019-07-01T09:39:26.090Z,46.2006666666667,-122.184666666667,2.97,1.29,ml,17,93,,0.15,uw,uw61532457,2019-07-01T16:34:46.910Z,"38km NNE of Amboy, Washington",earthquake,0.33,0.96,0.276408925439021,11,reviewed,uw,uw
2019-07-01T09:39:20.040Z,46.1955,-122.179,3.15,0.96,ml,16,129,,0.16,uw,uw61532452,2019-07-01T16:27:30.150Z,"37km NNE of Amboy, Washington",earthquake,0.43,0.93,0.17157997718009,11,reviewed,uw,uw
2019-07-01T09:20:32.646Z,-1.8195,120.6583,49.01,4.6,mb,,88,2.249,0.65,us,us700047yr,2019-07-01T11:42:06.040Z,"28km N of Pendolo, Indonesia",earthquake,8.4,6.7,0.129,18,reviewed,us,us
2019-07-01T09:17:58.420Z,47.841,-115.406,6,0.91,ml,10,127,0.359,0.17,mb,mb80350354,2019-07-01T15:37:52.580Z,"27km N of Thompson Falls, Montana",earthquake,0.57,9.83,0.108,3,reviewed,mb,mb
2019-07-01T09:15:38.340Z,46.207,-122.190833333333,2.45,0.36,ml,6,112,,0.09,uw,uw61500443,2019-07-01T18:41:14.680Z,"38km NNE of Amboy, Washington",earthquake,0.39,10,0.169241629927917,6,reviewed,uw,uw
2019-07-01T09:15:35.940Z,46.1955,-122.188,-0.71,0.19,ml,5,132,,0.09,uw,uw61500438,2019-07-01T18:40:48.470Z,"37km NNE of Amboy, Washington",earthquake,0.39,9.78,0.0813132292766109,4,reviewed,uw,uw
2019-07-01T09:15:31.620Z,46.1985,-122.180833333333,4.03,0.31,ml,10,126,,0.17,uw,uw61532447,2019-07-01T18:40:33.210Z,"38km NNE of Amboy, Washington",earthquake,0.5,1.6,0.247623263340595,8,reviewed,uw,uw
2019-07-01T09:13:47.500Z,46.1983333333333,-122.187166666667,2.77,1.27,ml,28,55,,0.19,uw,uw61532442,2019-07-01T17:13:11.060Z,"37km NNE of Amboy, Washington",earthquake,0.31,0.63,0.248605713433257,14,reviewed,uw,uw
2019-07-01T09:12:25.182Z,37.7801,-114.3122,0,0.7,ml,5,129.29,0.219,0.0773,nn,nn00688954,2019-07-01T20:23:26.585Z,"20km SE of Pioche, Nevada",earthquake,,0,0.4,2,reviewed,nn,nn
2019-07-01T09:10:24.855Z,59.9372,-152.6646,103.3,1.8,ml,,,,0.77,ak,ak0198d589fl,2019-07-01T09:15:34.076Z,"50km WNW of Anchor Point, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-07-01T09:10:05.470Z,37.2445,-114.9672,8.4,0.4,ml,8,235.9,0.114,0.27,nn,nn00688908,2019-07-01T09:55:50.399Z,"22km SE of Alamo, Nevada",earthquake,,23.5,,,automatic,nn,nn
2019-07-01T09:06:42.060Z,46.2025,-122.181666666667,2.94,1.02,ml,20,68,,0.14,uw,uw61532437,2019-07-01T16:54:17.540Z,"38km NNE of Amboy, Washington",earthquake,0.33,0.65,0.218414201806912,11,reviewed,uw,uw
2019-07-01T08:50:49.200Z,34.0686684,-117.4963303,4.53,0.99,ml,20,126,0.05087,0.11,ci,ci38438647,2019-07-01T08:56:42.043Z,"5km SW of Fontana, CA",earthquake,0.41,0.64,0.269,5,automatic,ci,ci
2019-07-01T08:48:49.489Z,58.5296,-151.4407,17,3.3,ml,,,,0.95,ak,ak0198d4v0tf,2019-07-01T08:56:09.523Z,"100km NE of Kodiak, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-07-01T08:48:45.140Z,33.0853333,-116.2141667,3.9,0.86,ml,22,122,0.1122,0.19,ci,ci38438639,2019-07-01T08:54:30.486Z,"10km SW of Ocotillo Wells, CA",earthquake,0.38,1.55,0.173,16,automatic,ci,ci
2019-07-01T08:35:39.980Z,37.4893333,-118.8101667,8.45,0.91,md,19,126,0.1016,0.08,nc,nc73204281,2019-07-01T18:53:02.773Z,"14km SW of Toms Place, CA",earthquake,0.35,1.57,0.156,18,reviewed,nc,nc
2019-07-01T08:33:34.580Z,18.0323,-66.4811,14,1.89,md,6,176,0.1069,0.13,pr,pr2019182006,2019-07-01T11:36:49.924Z,"1km WSW of Rio Canas Abajo, Puerto Rico",earthquake,0.91,2.22,0.45,6,reviewed,pr,pr
2019-07-01T08:32:33.090Z,46.1988333333333,-122.178333333333,3.34,-0.02,ml,8,142,,0.16,uw,uw61532427,2019-07-01T18:14:36.030Z,"38km NNE of Amboy, Washington",earthquake,0.46,1.56,0.0926787180317339,6,reviewed,uw,uw
2019-07-01T08:28:53.627Z,-26.4137,30.6209,10,3.6,mb_lg,,219,4.741,1.32,us,us700048cz,2019-07-01T23:23:44.822Z,"39km W of Mhlambanyatsi, Swaziland",earthquake,12.6,2,0.154,11,reviewed,us,us
2019-07-01T08:28:10.603Z,60.7861,-146.6741,21.2,1.6,ml,,,,0.76,ak,ak0198d4qnjx,2019-07-01T08:32:03.857Z,"42km SSW of Valdez, Alaska",earthquake,,0.1,,,automatic,ak,ak
2019-07-01T08:21:09.685Z,61.4273,-150.327,31.7,1.5,ml,,,,0.42,ak,ak0198d4p5i0,2019-07-01T08:24:41.792Z,"22km WSW of Big Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-07-01T08:19:35.415Z,37.7949,-114.3066,1.7,2.4,ml,39,64.76,0.211,0.2283,nn,nn00688906,2019-07-01T20:20:20.639Z,"19km SE of Pioche, Nevada",earthquake,,1.6,0.31,19,reviewed,nn,nn
2019-07-01T08:17:26.920Z,38.8093338,-122.8280029,3.06,0.56,md,10,108,0.001029,0.03,nc,nc73204271,2019-07-01T09:31:03.412Z,"7km WNW of The Geysers, CA",earthquake,0.51,1.7,,1,automatic,nc,nc
2019-07-01T08:16:54.267Z,37.7986,-114.314,11.4,0.5,ml,4,176.05,0.204,0.1109,nn,nn00688953,2019-07-01T20:13:58.303Z,"18km SE of Pioche, Nevada",earthquake,,11.3,0.33,2,reviewed,nn,nn
2019-07-01T08:07:34.130Z,36.0408333,-117.5823333,7.13,0.51,ml,8,107,0.07754,0.06,ci,ci38438623,2019-07-01T13:40:19.205Z,"31km ENE of Little Lake, CA",earthquake,0.21,0.66,0.115,5,reviewed,ci,ci
2019-07-01T08:03:39.890Z,62.4935,-150.0481,32.4,1.1,ml,,,,1.39,ak,ak0198d4lcy4,2019-07-01T08:10:58.605Z,"19km N of Talkeetna, Alaska",earthquake,,1.1,,,automatic,ak,ak
2019-07-01T08:00:20.918Z,59.8714,-139.7612,7.8,1.6,ml,,,,0.66,ak,ak0198d4koak,2019-07-01T16:22:11.687Z,"36km N of Yakutat, Alaska",ice quake,,0.2,,,automatic,ak,ak
2019-07-01T07:59:55.402Z,36.31943512,-98.91210175,4.65300703,1.67,ml,14,141.6723022,0.1238252148,0.3524029907,ok,ok2019mthx,2019-07-01T08:02:38.426Z,"29km ESE of Mooreland, Oklahoma",earthquake,3.615991356,2.818862527,,10,automatic,ok,ok
2019-07-01T07:51:27.808Z,-56.3621,-26.5944,35,4.8,mb,,84,6.019,0.73,us,us700047xj,2019-07-01T08:40:27.040Z,"52km NE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,12.1,2,0.122,21,reviewed,us,us
2019-07-01T07:49:30.842Z,63.1682,-151.5426,1,1.2,ml,,,,1.54,ak,ak0198d49rka,2019-07-01T07:59:14.820Z,"119km NW of Talkeetna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-07-01T07:44:56.244Z,60.3282,-153.1222,139.6,2.1,ml,,,,0.64,ak,ak0198d48qx0,2019-07-01T07:50:31.587Z,"27km SW of Redoubt Volcano, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-07-01T07:39:28.120Z,37.657,-118.8791667,0.46,0.07,md,6,256,0.01884,0.02,nc,nc73204261,2019-07-01T19:30:03.341Z,"9km ENE of Mammoth Lakes, CA",earthquake,1.04,0.64,0.303,5,reviewed,nc,nc
2019-07-01T07:38:56.160Z,33.0038333,-116.2866667,8.03,0.7,ml,28,69,0.1469,0.17,ci,ci38438607,2019-07-02T00:09:43.582Z,"21km SW of Ocotillo Wells, CA",earthquake,0.24,1.14,0.093,9,reviewed,ci,ci
2019-07-01T07:37:56.470Z,36.6266667,-121.1503333,7.31,0.63,md,12,178,0.06169,0.12,nc,nc73204256,2019-07-02T02:03:04.599Z,"11km N of Pinnacles, CA",earthquake,0.5,1.06,0.252,10,reviewed,nc,nc
2019-07-01T07:30:16.280Z,38.8098335,-122.7948303,2.75,1.37,md,23,36,,0.05,nc,nc73204251,2019-07-01T08:34:03.095Z,"5km NW of The Geysers, CA",earthquake,0.23,0.45,0.03,6,automatic,nc,nc
